file_name,recording_id,speaker_id,language,target_variety,set,content_id,content_type,story_id,difficulty_rank,transcription,duration_seconds,sample_rate_hz,channels,device,noise_condition,date_recorded,consent_confirmed,consent_date,source_file,split_method,version,notes
audio/sw-en_setA_spk-sw-001_sw-ls-011.wav,v0-sw-0011,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-011,syllable,,11,ka,1.186,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-012.wav,v0-sw-0012,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-012,syllable,,12,ke,1.599,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-013.wav,v0-sw-0013,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-013,syllable,,13,ki,1.639,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-014.wav,v0-sw-0014,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-014,syllable,,14,ko,1.493,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-015.wav,v0-sw-0015,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-015,syllable,,15,ku,1.526,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-016.wav,v0-sw-0016,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-016,syllable,,16,wa,1.615,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-017.wav,v0-sw-0017,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-017,syllable,,17,we,1.597,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-018.wav,v0-sw-0018,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-018,syllable,,18,wi,1.530,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-019.wav,v0-sw-0019,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-019,syllable,,19,wo,1.506,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-020.wav,v0-sw-0020,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-020,syllable,,20,wu,1.477,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-021.wav,v0-sw-0021,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-021,syllable,,21,la,1.601,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-022.wav,v0-sw-0022,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-022,syllable,,22,le,1.630,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-023.wav,v0-sw-0023,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-023,syllable,,23,li,1.577,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-024.wav,v0-sw-0024,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-024,syllable,,24,lo,1.589,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-025.wav,v0-sw-0025,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-025,syllable,,25,lu,1.532,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-026.wav,v0-sw-0026,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-026,syllable,,26,sa,1.626,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-027.wav,v0-sw-0027,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-027,syllable,,27,se,1.997,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-028.wav,v0-sw-0028,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-028,syllable,,28,si,1.429,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-029.wav,v0-sw-0029,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-029,syllable,,29,so,1.594,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-ls-030.wav,v0-sw-0030,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-ls-030,syllable,,30,su,1.813,16000,1,unknown,unreviewed,,no,,A_sylables.mp4,"silence midpoint (-35 dB, 0.6 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-001.wav,v0-sw-0031,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-001,word,,1,mama,1.866,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-002.wav,v0-sw-0032,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-002,word,,2,baba,1.775,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-003.wav,v0-sw-0033,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-003,word,,3,dada,1.795,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-004.wav,v0-sw-0034,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-004,word,,4,kaka,1.601,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-005.wav,v0-sw-0035,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-005,word,,5,maji,1.639,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-006.wav,v0-sw-0036,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-006,word,,6,moto,1.633,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-007.wav,v0-sw-0037,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-007,word,,7,meza,1.759,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-008.wav,v0-sw-0038,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-008,word,,8,paka,1.663,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-009.wav,v0-sw-0039,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-009,word,,9,soko,1.690,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-010.wav,v0-sw-0040,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-010,word,,10,duka,1.642,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-011.wav,v0-sw-0041,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-011,word,,11,embe,1.588,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-012.wav,v0-sw-0042,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-012,word,,12,ndizi,1.582,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-013.wav,v0-sw-0043,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-013,word,,13,nyumba,1.607,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-014.wav,v0-sw-0044,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-014,word,,14,jiko,3.164,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-015.wav,v0-sw-0045,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-015,word,,15,mlango,1.495,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-016.wav,v0-sw-0046,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-016,word,,16,gari,1.553,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-017.wav,v0-sw-0047,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-017,word,,17,nguo,1.632,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-018.wav,v0-sw-0048,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-018,word,,18,kiatu,1.656,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-019.wav,v0-sw-0049,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-019,word,,19,shule,1.816,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-020.wav,v0-sw-0050,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-020,word,,20,mtoto,2.261,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-021.wav,v0-sw-0051,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-021,word,,21,kitabu,2.044,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-022.wav,v0-sw-0052,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-022,word,,22,sahani,1.886,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-023.wav,v0-sw-0053,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-023,word,,23,kalamu,2.288,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-024.wav,v0-sw-0054,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-024,word,,24,kikapu,1.879,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-025.wav,v0-sw-0055,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-025,word,,25,ndugu,1.619,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-026.wav,v0-sw-0056,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-026,word,,26,rafiki,1.776,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-027.wav,v0-sw-0057,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-027,word,,27,chakula,2.675,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-028.wav,v0-sw-0058,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-028,word,,28,samaki,2.347,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-029.wav,v0-sw-0059,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-029,word,,29,kikombe,2.407,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-030.wav,v0-sw-0060,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-030,word,,30,mvua,2.374,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-031.wav,v0-sw-0061,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-031,word,,31,jua,2.034,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-032.wav,v0-sw-0062,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-032,word,,32,mwezi,1.801,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-033.wav,v0-sw-0063,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-033,word,,33,mchezo,1.776,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-034.wav,v0-sw-0064,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-034,word,,34,mwalimu,1.792,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-035.wav,v0-sw-0065,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-035,word,,35,simba,1.839,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-036.wav,v0-sw-0066,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-036,word,,36,ndege,1.795,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-037.wav,v0-sw-0067,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-037,word,,37,ng'ombe,1.659,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-038.wav,v0-sw-0068,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-038,word,,38,mbuzi,2.053,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-039.wav,v0-sw-0069,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-039,word,,39,kuku,3.833,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-w-040.wav,v0-sw-0070,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-w-040,word,,40,asante,2.078,16000,1,unknown,unreviewed,,no,,A_words.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-p-001.wav,v0-sw-0071,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-p-001,paragraph,,1,Leo ni siku ya shule. Nina sare mpya safi. Viatu vyangu ni vipya. Nafurahi kwenda shuleni leo.,17.920,16000,1,unknown,unreviewed,,no,,Aparagraphe1.mp4,whole source recording,v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-p-002.wav,v0-sw-0072,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-p-002,paragraph,,2,Mama anapika kwa moto. Moto unatoa joto kali. Moto unatupa mwanga pia. Sote tunapenda moto jioni.,19.072,16000,1,unknown,unreviewed,,no,,Aparagraphe2.mp4,whole source recording,v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-s-001.wav,v0-sw-0073,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-001,story,,1,"Jembe lake lilikuwa fupi mno. Mlango wake ulikuwa chini mno. Kitanda chake kilikuwa kifupi mno. Mtu huyu alikuwa mrefu zaidi! Alitengeneza mpini wa jembe mrefu sana. Alitengeneza fremu ndefu za milango. Alitengeneza kitanda kirefu sana. Aliacha nyumba yake na kuishi katika msitu mkubwa. Aliishi kwa miaka mingi, naye alifurahi.",72.533,16000,1,unknown,unreviewed,,no,,A_Story1.mp4,whole source recording,v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-s-002.wav,v0-sw-0074,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-002,story,,2,"Tom anabeba tenga la ndizi zilizoiva. Tom anaenda sokoni kuuza ndizi. Lakini hakuna anayenunua ndizi za Tom. ""Ni wanawake pekee ndio wanaouza matunda,"" watu wanasema. Lakini Tom hakati tamaa. Anaita, ""Nunua ndizi zangu tamu!"" Mwanamke mmoja ananunua ndizi zake. Watu wengine wanakuja na kununua ndizi za Tom. Mara, tenga linakuwa tupu, naye Tom anafurahi.",78.208,16000,1,unknown,unreviewed,,no,,A_Story2.mp4,whole source recording,v0,Publication blocked until consent and missing provenance fields are confirmed.
audio/sw-en_setA_spk-sw-001_sw-s-001-q1.wav,v0-sw-0075,spk-sw-001,sw,Congolese Swahili (specific regional variety unconfirmed),setA,sw-s-001-q1,comprehension_question,sw-s-001,1,Jembe la mtu huyu lilikuwa refu au fupi mwanzoni?,7.620,16000,1,unknown,unreviewed,,no,,A_Comprihension_question.mp4,"silence midpoint (-35 dB, 1.0 s minimum)",v0,Publication blocked until consent and missing provenance fields are confirmed.
